Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿En qué país es tradicionalmente popular el plato ate?,"['Argentina', 'Colombia', 'Perú', 'España']",España,ate,España,country of traditional dish
¿Cuál es un ingrediente principal de Tortel en España?,"['salchicha', 'manos de cerdo', 'brioche', 'pasta de almendra']",brioche,Tortel,España,main ingredient
¿En qué país es tradicionalmente popular el plato Tortel?,"['Venezuela', 'México', 'Colombia', 'España']",España,Tortel,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Cañas?,"['Colombia', 'México', 'Venezuela', 'España']",España,Cañas,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Fritillas Manchegas?,"['Venezuela', 'Colombia', 'Argentina', 'España']",España,Fritillas Manchegas,España,country of traditional dish
¿Cuál es un ingrediente principal de pestiño en España?,"['carne de cerdo', 'masa', 'salsa de soya', 'manos de cerdo']",masa,pestiño,España,main ingredient
¿En qué país es tradicionalmente popular el plato pestiño?,"['España', 'Venezuela', 'Perú', 'Colombia']",España,pestiño,España,country of traditional dish
¿Cuál es un ingrediente principal de migas en España?,"['semilla de comino', 'azúcar de caña', 'pan', 'cebolla']",pan,migas,España,main ingredient
¿En qué país es tradicionalmente popular el plato migas?,"['Venezuela', 'España', 'Colombia', 'México']",España,migas,España,country of traditional dish
¿Cuál es un ingrediente principal de marinera en España?,"['pasta', 'anchoa en salazón', 'maicena', 'queso crema']",anchoa en salazón,marinera,España,main ingredient
¿En qué país es tradicionalmente popular el plato marinera?,"['Argentina', 'España', 'Perú', 'Colombia']",España,marinera,España,country of traditional dish
¿Cuál es un ingrediente principal de Puchas en España?,"['clara de huevo', 'Ensaladilla', 'picatostes', 'queso fresco']",picatostes,Puchas,España,main ingredient
¿En qué país es tradicionalmente popular el plato Puchas?,"['España', 'Colombia', 'México', 'Argentina']",España,Puchas,España,country of traditional dish
¿Cuál es un ingrediente principal de Goxua en España?,"['Cocción a fuego lento', 'masa', 'Piñón', 'crema de leche']",crema de leche,Goxua,España,main ingredient
¿En qué país es tradicionalmente popular el plato Goxua?,"['México', 'España', 'Argentina', 'Colombia']",España,Goxua,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato bolado?,"['México', 'Perú', 'España', 'Colombia']",España,bolado,España,country of traditional dish
¿Cuál es un ingrediente principal de Ensaimada de Mallorca en España?,"['manteca de cerdo', 'cebolla', 'sándwich', 'marraqueta']",manteca de cerdo,Ensaimada de Mallorca,España,main ingredient
¿En qué país es tradicionalmente popular el plato Ensaimada de Mallorca?,"['España', 'Colombia', 'Venezuela', 'México']",España,Ensaimada de Mallorca,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Torta Cristina?,"['Colombia', 'México', 'Perú', 'España']",España,Torta Cristina,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tejas y Cigarrillos de Tolosa?,"['Venezuela', 'España', 'Perú', 'Colombia']",España,Tejas y Cigarrillos de Tolosa,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Alajú?,"['España', 'México', 'Argentina', 'Colombia']",España,Alajú,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Coc de Fraga?,"['Perú', 'España', 'Argentina', 'México']",España,Coc de Fraga,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pastel cordobés?,"['España', 'México', 'Argentina', 'Perú']",España,Pastel cordobés,España,country of traditional dish
¿Cuál es un ingrediente principal de Marmita de bonito en España?,"['aceite de oliva', 'cola', 'dulce de membrillo', 'pez']",pez,Marmita de bonito,España,main ingredient
¿En qué país es tradicionalmente popular el plato Marmita de bonito?,"['España', 'Venezuela', 'Perú', 'Colombia']",España,Marmita de bonito,España,country of traditional dish
¿Cuál es un ingrediente principal de churrasco en España?,"['Llobarro', 'carne', 'tinta de calamar', 'gamba o langostino']",carne,churrasco,España,main ingredient
¿En qué país es tradicionalmente popular el plato churrasco?,"['Colombia', 'Perú', 'España', 'Venezuela']",España,churrasco,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Tarta capuchina?,"['Argentina', 'Perú', 'España', 'México']",España,Tarta capuchina,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de flama?,"['Argentina', 'Perú', 'Venezuela', 'España']",España,Pan de flama,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Migas de niño?,"['Venezuela', 'España', 'México', 'Colombia']",España,Migas de niño,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Mollete de Antequera?,"['Colombia', 'Venezuela', 'Perú', 'España']",España,Mollete de Antequera,España,country of traditional dish
¿Cuál es un ingrediente principal de Torrija en España?,"['oblea', 'pan', 'cebolla roja', 'lomo']",pan,Torrija,España,main ingredient
¿En qué país es tradicionalmente popular el plato Torrija?,"['México', 'Argentina', 'Colombia', 'España']",España,Torrija,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chiretas?,"['España', 'Venezuela', 'México', 'Perú']",España,Chiretas,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan de codos?,"['Perú', 'España', 'México', 'Colombia']",España,Pan de codos,España,country of traditional dish
¿Cuál es un ingrediente principal de Filloa en España?,"['mote', 'maní', 'maíz', 'agua potable']",agua potable,Filloa,España,main ingredient
¿En qué país es tradicionalmente popular el plato Filloa?,"['Colombia', 'España', 'Argentina', 'México']",España,Filloa,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato cabrito?,"['Perú', 'Colombia', 'Venezuela', 'España']",España,cabrito,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato flaona?,"['España', 'Argentina', 'Perú', 'Colombia']",España,flaona,España,country of traditional dish
¿Cuál es un ingrediente principal de Yemas de Santa Teresa en España?,"['haba', 'jugo de lima', 'azúcar blanco', 'albóndiga']",azúcar blanco,Yemas de Santa Teresa,España,main ingredient
¿En qué país es tradicionalmente popular el plato Yemas de Santa Teresa?,"['México', 'Argentina', 'Perú', 'España']",España,Yemas de Santa Teresa,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Gachas dulces?,"['Venezuela', 'México', 'Argentina', 'España']",España,Gachas dulces,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Martillo de San Eloy?,"['Perú', 'Colombia', 'Argentina', 'España']",España,Martillo de San Eloy,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Carbón dulce?,"['Argentina', 'Perú', 'España', 'Colombia']",España,Carbón dulce,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Carolina?,"['España', 'Perú', 'Argentina', 'Colombia']",España,Carolina,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Soldaditos de Pavía?,"['Argentina', 'España', 'Perú', 'México']",España,Soldaditos de Pavía,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Viuda de Solano?,"['Perú', 'España', 'Argentina', 'México']",España,Viuda de Solano,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Sukalki?,"['España', 'México', 'Perú', 'Argentina']",España,Sukalki,España,country of traditional dish
¿Cuál es un ingrediente principal de Almendrado en España?,"['azúcar de caña', 'salsa', 'miel', 'cuajo']",miel,Almendrado,España,main ingredient
¿En qué país es tradicionalmente popular el plato Almendrado?,"['Perú', 'Venezuela', 'Colombia', 'España']",España,Almendrado,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pantortilla?,"['Venezuela', 'España', 'Argentina', 'Perú']",España,Pantortilla,España,country of traditional dish
¿Cuál es un ingrediente principal de Conejo con chocolate en España?,"['harina de centeno', 'vino blanco', 'higo', 'chorizo']",vino blanco,Conejo con chocolate,España,main ingredient
¿En qué país es tradicionalmente popular el plato Conejo con chocolate?,"['Argentina', 'Colombia', 'México', 'España']",España,Conejo con chocolate,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Miel de Liébana?,"['Colombia', 'España', 'Venezuela', 'Perú']",España,Miel de Liébana,España,country of traditional dish
¿Cuál es un ingrediente principal de sopa de almendras de Alborea en España?,"['almendra', 'pato', 'mosto', 'huevo duro']",almendra,sopa de almendras de Alborea,España,main ingredient
¿En qué país es tradicionalmente popular el plato sopa de almendras de Alborea?,"['Venezuela', 'Perú', 'España', 'Colombia']",España,sopa de almendras de Alborea,España,country of traditional dish
¿Cuál es un ingrediente principal de san jacobo en España?,"['queso', 'zanahoria', 'maíz morado', 'mayonesa']",queso,san jacobo,España,main ingredient
¿En qué país es tradicionalmente popular el plato san jacobo?,"['Venezuela', 'Perú', 'Argentina', 'España']",España,san jacobo,España,country of traditional dish
¿Cuál es un ingrediente principal de picatostes en España?,"['Llobarro', 'plátano', 'pan', 'carne picada']",pan,picatostes,España,main ingredient
¿En qué país es tradicionalmente popular el plato picatostes?,"['España', 'Perú', 'Colombia', 'México']",España,picatostes,España,country of traditional dish
¿Cuál es un ingrediente principal de mazapán en España?,"['Cabello de ángel', 'semilla de comino', 'salsa picante', 'harina de almendra']",harina de almendra,mazapán,España,main ingredient
¿En qué país es tradicionalmente popular el plato mazapán?,"['México', 'España', 'Venezuela', 'Colombia']",España,mazapán,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato alboronía?,"['España', 'México', 'Perú', 'Venezuela']",España,alboronía,España,country of traditional dish
¿Cuál es un ingrediente principal de Pera al vino en España?,"['huevo de gallina', 'queso', 'pera', 'crema de leche']",pera,Pera al vino,España,main ingredient
¿En qué país es tradicionalmente popular el plato Pera al vino?,"['España', 'Argentina', 'México', 'Venezuela']",España,Pera al vino,España,country of traditional dish
¿Cuál es un ingrediente principal de Tocino de cielo en España?,"['Cocción a fuego lento', 'aceite de oliva', 'yema de huevo', 'plátano macho']",yema de huevo,Tocino de cielo,España,main ingredient
¿En qué país es tradicionalmente popular el plato Tocino de cielo?,"['España', 'Perú', 'Argentina', 'Colombia']",España,Tocino de cielo,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato arroz con collejas?,"['México', 'Colombia', 'España', 'Perú']",España,arroz con collejas,España,country of traditional dish
¿En qué país es tradicionalmente popular el plato Meloja (dulce)?,"['México', 'Colombia', 'Argentina', 'España']",España,Meloja (dulce),España,country of traditional dish
¿Cuál es un ingrediente principal de Tarta de Santiago en España?,"['tamal', 'carne de cordero', 'azúcar', 'salsa criolla']",azúcar,Tarta de Santiago,España,main ingredient
¿En qué país es tradicionalmente popular el plato Tarta de Santiago?,"['Venezuela', 'Argentina', 'México', 'España']",España,Tarta de Santiago,España,country of traditional dish
